,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Albany,PFS_AMT_BY_Allegany,PFS_AMT_BY_Broome,PFS_AMT_BY_Cattaraugus,PFS_AMT_BY_Chautauqua,PFS_AMT_BY_Chemung,PFS_AMT_BY_Columbia,PFS_AMT_BY_Cortland,PFS_AMT_BY_Dutchess,PFS_AMT_BY_Erie,PFS_AMT_BY_Fulton,PFS_AMT_BY_Genesee,PFS_AMT_BY_Greene,PFS_AMT_BY_Hamilton,PFS_AMT_BY_Herkimer,PFS_AMT_BY_Lewis,PFS_AMT_BY_Livingston,PFS_AMT_BY_Monroe,PFS_AMT_BY_Montgomery,PFS_AMT_BY_Nassau,PFS_AMT_BY_Niagara,PFS_AMT_BY_Oneida,PFS_AMT_BY_Onondaga,PFS_AMT_BY_Ontario,PFS_AMT_BY_Orange,PFS_AMT_BY_Orleans,PFS_AMT_BY_Oswego,PFS_AMT_BY_Otsego,PFS_AMT_BY_Putnam,PFS_AMT_BY_Rensselaer,PFS_AMT_BY_Rockland,PFS_AMT_BY_Saratoga,PFS_AMT_BY_Schenectady,PFS_AMT_BY_Schoharie,PFS_AMT_BY_Schuyler,PFS_AMT_BY_Seneca,PFS_AMT_BY_Steuben,PFS_AMT_BY_Suffolk,PFS_AMT_BY_Sullivan,PFS_AMT_BY_Tioga,PFS_AMT_BY_Tompkins,PFS_AMT_BY_Ulster,PFS_AMT_BY_Warren,PFS_AMT_BY_Washington,PFS_AMT_BY_Wayne,PFS_AMT_BY_Westchester
2818,37235,Tib/per revasc stnt & ather   ,2003.49,3976.91,3976.91,3349.52,3691.32,3631.78,3619.73,3604.34,3569.47,3610.63,3659.9,3647.08,3728.29,3612.14,3573.14,3676.66,3648.01,3710.76,3603.95,3657.4,3713.86,3609.97,3518.98,3735.01,3622.32,3554.78,3612.43,3719.51,3577.61,3611.98,3571.16,3686.26,3803.8,3675.44,3458.14,3787.87,3579.53,3668.18,3627.99,3675.37,3626.5,3690.51,3492.82,3668.83,3771.91,3659.01,3678.0,3631.58,3650.04,3692.66
2819,37236,Open/perq place stent 1st     ,1833.79,3720.46,3720.46,3120.65,3447.43,3390.51,3378.99,3364.27,3330.93,3370.28,3417.38,3405.13,3482.77,3371.73,3334.44,3433.41,3406.02,3466.01,3363.89,3414.99,3468.97,3369.65,3282.66,3489.2,3381.46,3316.89,3372.0,3474.37,3338.71,3371.58,3332.54,3442.59,3554.96,3432.24,3224.5,3539.73,3340.55,3425.3,3386.88,3432.18,3385.45,3446.65,3257.65,3425.92,3524.48,3416.53,3434.69,3390.31,3407.96,3448.71
2820,37237,Open/perq place stent ea add  ,796.54,2341.81,2341.81,1850.54,2118.18,2071.56,2062.13,2050.07,2022.76,2055.0,2093.58,2083.54,2147.13,2056.18,2025.64,2106.71,2084.27,2133.4,2049.76,2091.62,2135.83,2054.48,1983.23,2152.39,2064.15,2011.27,2056.41,2140.25,2029.14,2056.06,2024.09,2114.22,2206.26,2105.75,1935.59,2193.78,2030.65,2100.06,2068.59,2105.69,2067.42,2117.55,1962.75,2100.57,2181.29,2092.88,2107.75,2071.4,2085.85,2119.23
2821,37238,Open/perq place stent same    ,2684.54,4037.1,4037.1,3607.1,3841.36,3800.55,3792.3,3781.74,3757.84,3786.06,3819.82,3811.04,3866.7,3787.09,3760.36,3831.32,3811.68,3854.68,3781.48,3818.11,3856.81,3785.6,3723.24,3871.31,3794.07,3747.78,3787.29,3860.68,3763.42,3786.98,3759.0,3837.89,3918.45,3830.48,3681.54,3907.53,3764.74,3825.5,3797.96,3830.43,3796.93,3840.8,3705.31,3825.94,3896.6,3819.21,3832.23,3800.41,3813.06,3842.28
2822,37239,Open/perq place stent ea add  ,1334.54,1952.53,1952.53,1756.06,1863.1,1844.45,1840.68,1835.86,1824.94,1837.83,1853.26,1849.24,1874.67,1838.3,1826.09,1858.51,1849.53,1869.18,1835.73,1852.47,1870.15,1837.62,1809.13,1876.78,1841.49,1820.34,1838.39,1871.92,1827.49,1838.25,1825.47,1861.51,1898.32,1858.12,1790.07,1893.33,1828.09,1855.85,1843.26,1858.1,1842.8,1862.84,1800.93,1856.05,1888.33,1852.98,1858.93,1844.39,1850.17,1863.52
2823,37241,Vasc embolize/occlude venous  ,2968.45,4585.74,4585.74,4071.57,4351.69,4302.9,4293.02,4280.4,4251.83,4285.56,4325.94,4315.43,4381.99,4286.8,4254.83,4339.68,4316.2,4367.62,4280.08,4323.89,4370.16,4285.02,4210.45,4387.5,4295.14,4239.79,4287.03,4374.79,4258.5,4286.67,4253.21,4347.54,4443.87,4338.68,4160.59,4430.81,4260.07,4332.72,4299.79,4338.62,4298.57,4351.02,4189.01,4333.25,4417.74,4325.21,4340.77,4302.73,4317.86,4352.79
2824,37242,Vasc embolize/occlude artery  ,5003.74,7100.4,7100.4,6433.83,6796.98,6733.72,6720.92,6704.56,6667.51,6711.25,6763.59,6749.97,6836.25,6712.85,6671.41,6781.4,6750.96,6817.63,6704.15,6760.93,6820.92,6710.55,6613.87,6843.4,6723.67,6651.91,6713.16,6826.92,6676.16,6712.68,6669.31,6791.6,6916.48,6780.11,6549.23,6899.55,6678.21,6772.39,6729.69,6780.03,6728.11,6796.11,6586.08,6773.08,6882.6,6762.64,6782.83,6733.5,6753.11,6798.4
2825,37243,Vasc embolize/occlude organ   ,6317.15,9413.33,9413.33,8429.0,8965.26,8871.85,8852.94,8828.79,8774.08,8838.66,8915.95,8895.84,9023.26,8841.03,8779.84,8942.26,8897.31,8995.76,8828.17,8912.03,9000.62,8837.62,8694.86,9033.81,8857.0,8751.04,8841.48,9009.48,8786.85,8840.78,8776.72,8957.32,9141.73,8940.35,8599.41,9116.74,8789.87,8928.95,8865.9,8940.24,8863.56,8963.99,8653.82,8929.97,9091.7,8914.56,8944.36,8871.52,8900.49,8967.36
2826,37244,Vasc embolize/occlude bleed   ,4418.98,6564.59,6564.59,5882.46,6254.08,6189.35,6176.25,6159.51,6121.6,6166.35,6219.92,6205.98,6294.28,6168.0,6125.59,6238.15,6207.0,6275.22,6159.08,6217.2,6278.59,6165.63,6066.7,6301.59,6179.06,6105.63,6168.31,6284.73,6130.45,6167.82,6123.43,6248.58,6376.37,6236.82,6000.56,6359.06,6132.54,6228.92,6185.23,6236.74,6183.61,6253.2,6038.26,6229.63,6341.71,6218.95,6239.6,6189.12,6209.2,6255.54
2827,37246,Trluml balo angiop 1st art    ,1398.43,2071.76,2071.76,1857.7,1974.32,1954.0,1949.89,1944.64,1932.74,1946.79,1963.6,1959.22,1986.93,1947.3,1933.99,1969.32,1959.54,1980.95,1944.51,1962.74,1982.01,1946.56,1915.51,1989.23,1950.77,1927.73,1947.4,1983.93,1935.52,1947.25,1933.32,1972.59,2012.69,1968.9,1894.76,2007.26,1936.18,1966.42,1952.71,1968.88,1952.2,1974.04,1906.59,1966.64,2001.82,1963.29,1969.77,1953.93,1960.23,1974.77
2828,37247,Trluml balo angiop addl art   ,565.79,837.46,837.46,751.09,798.14,789.95,788.29,786.17,781.37,787.04,793.82,792.05,803.23,787.24,781.87,796.13,792.18,800.82,786.12,793.47,801.25,786.95,774.42,804.16,788.65,779.35,787.28,802.02,782.49,787.22,781.6,797.45,813.63,795.96,766.04,811.44,782.76,794.96,789.43,795.95,789.22,798.03,770.82,795.05,809.24,793.7,796.31,789.92,792.46,798.33
2829,37248,Trluml balo angiop 1st vein   ,968.68,1437.78,1437.78,1288.64,1369.89,1355.74,1352.88,1349.22,1340.93,1350.71,1362.42,1359.38,1378.68,1351.07,1341.8,1366.41,1359.6,1374.51,1349.12,1361.83,1375.25,1350.56,1328.93,1380.28,1353.49,1337.44,1351.14,1376.59,1342.86,1351.03,1341.33,1368.69,1396.63,1366.12,1314.46,1392.84,1343.32,1364.39,1354.84,1366.1,1354.48,1369.7,1322.71,1364.55,1389.05,1362.21,1366.73,1355.69,1360.08,1370.21
2830,37249,Trluml balo angiop addl vein  ,235.11,615.36,615.36,494.47,560.33,548.86,546.54,543.57,536.85,544.78,554.28,551.81,567.45,545.07,537.56,557.51,551.99,564.08,543.5,553.79,564.67,544.66,527.12,568.75,547.04,534.02,545.13,565.76,538.42,545.04,537.18,559.36,582.0,557.27,515.4,578.93,538.79,555.87,548.13,557.26,547.84,560.17,522.08,556.0,575.86,554.1,557.76,548.82,552.38,560.59
2831,37252,Intrvasc us noncoronary 1st   ,917.62,1326.35,1326.35,1196.41,1267.2,1254.87,1252.37,1249.18,1241.96,1250.49,1260.69,1258.04,1274.86,1250.8,1242.72,1264.16,1258.23,1271.23,1249.1,1260.17,1271.87,1250.35,1231.5,1276.25,1252.91,1238.92,1250.86,1273.04,1243.65,1250.77,1242.31,1266.15,1290.5,1263.91,1218.9,1287.2,1244.05,1262.41,1254.08,1263.9,1253.77,1267.03,1226.09,1262.54,1283.89,1260.51,1264.44,1254.83,1258.65,1267.48
2832,37253,Intrvasc us noncoronary addl  ,143.38,199.04,199.04,181.34,190.99,189.31,188.97,188.53,187.55,188.71,190.1,189.74,192.03,188.75,187.65,190.57,189.76,191.53,188.52,190.03,191.62,188.69,186.12,192.22,189.04,187.13,188.76,191.78,187.78,188.75,187.6,190.84,194.16,190.54,184.41,193.71,187.83,190.33,189.2,190.54,189.16,190.96,185.39,190.35,193.26,190.07,190.61,189.3,189.82,191.02
2833,37500,Endoscopy ligate perf veins   ,420.16,618.21,618.21,555.25,589.55,583.57,582.36,580.82,577.32,581.45,586.39,585.11,593.26,581.6,577.69,588.08,585.2,591.5,580.78,586.14,591.81,581.38,572.25,593.93,582.62,575.85,581.63,592.38,578.14,581.59,577.49,589.04,600.84,587.96,566.15,599.24,578.33,587.23,583.19,587.95,583.04,589.47,569.63,587.29,597.64,586.31,588.21,583.55,585.41,589.68
2834,37565,Ligation of neck vein         ,406.52,716.87,716.87,618.2,671.96,662.59,660.7,658.28,652.79,659.27,667.01,665.0,677.77,659.5,653.37,669.65,665.15,675.01,658.22,666.62,675.5,659.16,644.85,678.83,661.11,650.48,659.55,676.39,654.07,659.48,653.06,671.16,689.65,669.46,635.29,687.14,654.38,668.32,662.0,669.45,661.76,671.83,640.74,668.42,684.63,666.87,669.86,662.56,665.46,672.17
2835,37600,Ligation of neck artery       ,425.81,706.23,706.23,617.08,665.65,657.19,655.48,653.29,648.33,654.18,661.18,659.36,670.9,654.4,648.85,663.57,659.49,668.41,653.23,660.83,668.85,654.09,641.16,671.86,655.84,646.25,654.44,669.65,649.49,654.37,648.57,664.93,681.63,663.39,632.51,679.37,649.76,662.36,656.65,663.38,656.44,665.53,637.44,662.45,677.1,661.06,663.76,657.16,659.78,665.84
2836,37605,Ligation of neck artery       ,486.46,717.03,717.03,643.73,683.66,676.71,675.3,673.5,669.43,674.23,679.99,678.49,687.98,674.41,669.85,681.95,678.6,685.93,673.45,679.7,686.3,674.16,663.53,688.77,675.6,667.71,674.44,686.96,670.38,674.39,669.62,683.07,696.8,681.81,656.42,694.94,670.6,680.96,676.26,681.8,676.09,683.57,660.47,681.03,693.08,679.89,682.11,676.68,678.84,683.82
2837,37606,Ligation of neck artery       ,321.52,683.47,683.47,568.4,631.09,620.17,617.96,615.14,608.74,616.29,625.33,622.97,637.87,616.57,609.41,628.4,623.15,634.65,615.06,624.87,635.22,616.17,599.48,639.1,618.43,606.05,616.62,636.26,610.23,616.54,609.05,630.16,651.72,628.18,588.32,648.8,610.59,626.84,619.47,628.16,619.2,630.94,594.68,626.96,645.87,625.16,628.65,620.13,623.52,631.34
2838,37607,Ligation of a-v fistula       ,226.36,365.62,365.62,321.35,345.47,341.27,340.41,339.33,336.87,339.77,343.25,342.34,348.08,339.88,337.13,344.43,342.41,346.84,339.3,343.07,347.06,339.73,333.3,348.55,340.6,335.83,339.9,347.46,337.44,339.87,336.99,345.11,353.4,344.35,329.01,352.28,337.58,343.83,341.0,344.34,340.89,345.41,331.46,343.88,351.15,343.19,344.53,341.25,342.55,345.56
2839,37609,Temporal artery procedure     ,176.78,299.68,299.68,260.61,281.89,278.19,277.44,276.48,274.31,276.87,279.94,279.14,284.2,276.96,274.53,280.98,279.2,283.1,276.45,279.78,283.3,276.83,271.16,284.62,277.6,273.39,276.98,283.65,274.81,276.95,274.41,281.58,288.9,280.91,267.37,287.91,274.93,280.45,277.95,280.9,277.86,281.84,269.53,280.49,286.91,279.88,281.06,278.17,279.32,281.98
2840,37615,Ligation of neck artery       ,273.76,507.71,507.71,433.33,473.85,466.8,465.37,463.54,459.41,464.29,470.13,468.61,478.24,464.47,459.84,472.12,468.72,476.16,463.5,469.83,476.53,464.21,453.42,479.03,465.67,457.67,464.5,477.19,460.37,464.45,459.61,473.25,487.19,471.97,446.21,485.3,460.6,471.11,466.35,471.96,466.17,473.76,450.32,471.19,483.41,470.02,472.27,466.77,468.96,474.01
2841,37616,Ligation of chest artery      ,634.84,1079.28,1079.28,937.98,1014.96,1001.55,998.84,995.37,987.52,996.79,1007.88,1005.0,1023.29,997.13,988.35,1011.66,1005.21,1019.34,995.28,1007.32,1020.04,996.64,976.15,1024.8,999.42,984.21,997.19,1021.31,989.35,997.09,987.9,1013.82,1040.29,1011.39,962.45,1036.71,989.79,1009.75,1000.7,1011.37,1000.36,1014.78,970.26,1009.9,1033.11,1007.68,1011.96,1001.51,1005.66,1015.26
2842,37617,Ligation of abdomen artery    ,760.72,1303.7,1303.7,1131.08,1225.12,1208.74,1205.42,1201.19,1191.59,1202.92,1216.47,1212.95,1235.29,1203.34,1192.6,1221.09,1213.21,1230.47,1201.08,1215.79,1231.32,1202.74,1177.7,1237.14,1206.14,1187.55,1203.41,1232.88,1193.83,1203.29,1192.06,1223.73,1256.07,1220.75,1160.96,1251.69,1194.36,1218.75,1207.7,1220.73,1207.29,1224.9,1170.5,1218.93,1247.3,1216.23,1221.46,1208.68,1213.76,1225.49
2843,37618,Ligation of extremity artery  ,222.37,373.34,373.34,325.34,351.49,346.94,346.02,344.84,342.17,345.32,349.09,348.11,354.32,345.43,342.45,350.37,348.18,352.98,344.81,348.9,353.22,345.27,338.31,354.83,346.21,341.05,345.46,353.65,342.79,345.42,342.3,351.1,360.1,350.28,333.65,358.88,342.94,349.72,346.65,350.27,346.53,351.43,336.31,349.77,357.66,349.02,350.47,346.92,348.33,351.59
2844,37619,Ligation of inf vena cava     ,746.66,1671.84,1671.84,1377.71,1537.95,1510.04,1504.39,1497.17,1480.82,1500.12,1523.22,1517.21,1555.28,1500.83,1482.54,1531.08,1517.65,1547.06,1496.99,1522.05,1548.52,1499.81,1457.15,1558.43,1505.6,1473.94,1500.96,1551.17,1484.64,1500.76,1481.61,1535.58,1590.68,1530.51,1428.63,1583.21,1485.54,1527.1,1508.26,1530.47,1507.56,1537.57,1444.89,1527.4,1575.73,1522.8,1531.71,1509.94,1518.6,1538.58
2845,37650,Revision of major vein        ,304.16,445.81,445.81,400.78,425.31,421.04,420.17,419.07,416.56,419.52,423.06,422.14,427.96,419.63,416.83,424.26,422.2,426.71,419.04,422.88,426.93,419.47,412.94,428.45,420.36,415.51,419.65,427.33,417.15,419.62,416.69,424.95,433.38,424.17,408.57,432.24,417.29,423.65,420.77,424.17,420.66,425.25,411.06,423.7,431.1,422.99,424.35,421.02,422.35,425.41
2846,37660,Revision of major vein        ,713.96,1275.85,1275.85,1097.21,1194.54,1177.58,1174.15,1169.77,1159.84,1171.56,1185.59,1181.94,1205.06,1171.99,1160.88,1190.36,1182.2,1200.07,1169.66,1184.88,1200.95,1171.37,1145.46,1206.98,1174.89,1155.66,1172.07,1202.56,1162.16,1171.94,1160.32,1193.09,1226.56,1190.01,1128.14,1222.02,1162.71,1187.94,1176.5,1189.99,1176.08,1194.3,1138.02,1188.13,1217.48,1185.33,1190.74,1177.52,1182.78,1194.92
2847,37700,Revise leg vein               ,152.35,240.63,240.63,212.56,227.85,225.19,224.65,223.96,222.4,224.24,226.45,225.88,229.51,224.31,222.57,227.2,225.92,228.72,223.95,226.34,228.86,224.22,220.14,229.81,224.77,221.75,224.33,229.12,222.77,224.31,222.48,227.63,232.89,227.14,217.42,232.17,222.85,226.82,225.02,227.14,224.95,227.82,218.97,226.85,231.46,226.41,227.26,225.18,226.01,227.91
2848,37718,Ligate/strip short leg vein   ,239.83,420.52,420.52,363.08,394.37,388.92,387.82,386.41,383.21,386.98,391.49,390.32,397.76,387.12,383.55,393.03,390.41,396.15,386.37,391.26,396.43,386.92,378.59,398.37,388.05,381.87,387.15,396.95,383.96,387.11,383.37,393.91,404.67,392.92,373.02,403.21,384.14,392.25,388.57,392.91,388.44,394.3,376.2,392.31,401.75,391.41,393.15,388.9,390.59,394.49
2849,37722,Ligate/strip long leg vein    ,283.98,461.38,461.38,404.98,435.71,430.36,429.27,427.89,424.75,428.45,432.88,431.73,439.03,428.59,425.08,434.39,431.81,437.45,427.85,432.66,437.73,428.39,420.21,439.63,429.5,423.43,428.62,438.24,425.48,428.58,424.9,435.25,445.82,434.28,414.75,444.39,425.66,433.63,430.01,434.27,429.88,435.63,417.86,433.68,442.95,432.8,434.51,430.34,432.0,435.83
2850,37735,Removal of leg veins/lesion   ,379.37,563.72,563.72,505.11,537.04,531.48,530.35,528.92,525.66,529.5,534.11,532.91,540.49,529.64,526.0,535.67,533.0,538.86,528.88,533.87,539.15,529.44,520.94,541.12,530.6,524.29,529.67,539.67,526.42,529.63,525.82,536.57,547.55,535.56,515.26,546.06,526.6,534.88,531.13,535.55,530.99,536.97,518.5,534.94,544.57,534.02,535.8,531.46,533.18,537.17
2851,37760,Ligate leg veins radical      ,371.24,600.82,600.82,527.83,567.6,560.67,559.27,557.48,553.42,558.21,563.94,562.45,571.9,558.38,553.85,565.89,562.56,569.86,557.43,563.65,570.22,558.13,547.55,572.68,559.57,551.71,558.42,570.87,554.37,558.37,553.62,567.01,580.68,565.75,540.47,578.83,554.59,564.9,560.23,565.74,560.05,567.5,544.5,564.98,576.97,563.84,566.05,560.65,562.79,567.75
2852,37761,Ligate leg veins open         ,350.57,530.42,530.42,473.24,504.39,498.97,497.87,496.47,493.29,497.04,501.53,500.36,507.76,497.18,493.62,503.06,500.45,506.16,496.43,501.3,506.45,496.98,488.69,508.37,498.1,491.95,497.2,506.96,494.03,497.16,493.44,503.93,514.64,502.95,483.14,513.19,494.2,502.28,498.62,502.94,498.48,504.32,486.3,502.34,511.74,501.45,503.18,498.95,500.63,504.51
2853,37765,Stab phleb veins xtr 10-20    ,267.16,630.4,630.4,514.92,577.83,566.87,564.66,561.82,555.4,562.98,572.05,569.69,584.64,563.26,556.08,575.13,569.86,581.41,561.75,571.59,581.98,562.86,546.11,585.88,565.13,552.7,563.31,583.02,556.9,563.23,555.71,576.9,598.54,574.91,534.91,595.6,557.26,573.57,566.18,574.9,565.9,577.68,541.3,573.69,592.67,571.88,575.38,566.84,570.23,578.08
2854,37766,Phleb veins - extrem 20+      ,322.77,749.86,749.86,614.08,688.05,675.17,672.56,669.23,661.68,670.59,681.25,678.48,696.05,670.92,662.48,684.88,678.68,692.26,669.14,680.71,692.93,670.45,650.75,697.51,673.12,658.5,670.98,694.15,663.44,670.88,662.05,686.96,712.39,684.62,637.59,708.95,663.86,683.04,674.35,684.6,674.02,687.88,645.09,683.18,705.49,681.06,685.17,675.12,679.12,688.34
2855,37780,Revision of leg vein          ,155.41,227.79,227.79,204.78,217.32,215.13,214.69,214.13,212.85,214.36,216.16,215.69,218.67,214.41,212.98,216.78,215.73,218.03,214.11,216.07,218.14,214.33,210.99,218.92,214.78,212.31,214.42,218.35,213.14,214.41,212.91,217.13,221.44,216.73,208.76,220.86,213.22,216.47,214.99,216.73,214.94,217.29,210.03,216.49,220.27,216.13,216.83,215.12,215.8,217.36
2856,37785,Ligate/divide/excise vein     ,215.68,341.24,341.24,301.32,323.07,319.28,318.51,317.53,315.32,317.94,321.07,320.25,325.42,318.03,315.55,322.14,320.31,324.31,317.51,320.91,324.5,317.89,312.1,325.85,318.68,314.38,318.05,324.86,315.83,318.02,315.42,322.75,330.23,322.06,308.23,329.21,315.96,321.6,319.04,322.05,318.94,323.02,310.44,321.64,328.2,321.01,322.22,319.27,320.44,323.15
2857,37790,Penile venous occlusion       ,301.18,486.66,486.66,427.69,459.82,454.22,453.09,451.64,448.36,452.23,456.86,455.66,463.29,452.38,448.71,458.44,455.75,461.64,451.61,456.63,461.94,452.17,443.62,463.92,453.33,446.98,452.4,462.47,449.13,452.36,448.52,459.34,470.39,458.33,437.9,468.89,449.31,457.64,453.87,458.32,453.73,459.74,441.16,457.7,467.39,456.78,458.57,454.2,455.94,459.94
2858,38100,Removal of spleen total       ,600.76,1120.08,1120.08,954.98,1044.93,1029.26,1026.09,1022.04,1012.86,1023.69,1036.66,1033.28,1054.65,1024.09,1013.82,1041.07,1033.53,1050.04,1021.93,1036.0,1050.86,1023.52,999.57,1056.42,1026.77,1008.99,1024.16,1052.34,1015.0,1024.05,1013.3,1043.59,1074.52,1040.75,983.56,1070.33,1015.51,1038.83,1028.26,1040.73,1027.87,1044.71,992.69,1039.01,1066.13,1036.42,1041.42,1029.2,1034.06,1045.28
2859,38101,Removal of spleen partial     ,608.84,1130.05,1130.05,964.35,1054.62,1038.9,1035.71,1031.65,1022.44,1033.31,1046.32,1042.94,1064.39,1033.71,1023.41,1050.75,1043.18,1059.76,1031.54,1045.66,1060.57,1033.14,1009.1,1066.16,1036.4,1018.56,1033.78,1062.07,1024.59,1033.67,1022.88,1053.28,1084.33,1050.43,993.04,1080.12,1025.1,1048.51,1037.9,1050.41,1037.5,1054.41,1002.19,1048.68,1075.91,1046.09,1051.1,1038.84,1043.72,1054.98
2860,38102,Removal of spleen total       ,147.13,256.32,256.32,221.61,240.52,237.22,236.56,235.71,233.78,236.05,238.78,238.07,242.56,236.14,233.98,239.71,238.12,241.59,235.68,238.64,241.77,236.02,230.98,242.94,236.7,232.96,236.15,242.08,234.23,236.13,233.87,240.24,246.74,239.64,227.62,245.86,234.33,239.24,237.01,239.64,236.93,240.47,229.54,239.27,244.98,238.73,239.78,237.21,238.23,240.59
2861,38115,Repair of ruptured spleen     ,665.12,1240.87,1240.87,1057.83,1157.55,1140.18,1136.66,1132.17,1122.0,1134.01,1148.38,1144.64,1168.33,1134.45,1123.07,1153.27,1144.91,1163.22,1132.06,1147.65,1164.12,1133.81,1107.27,1170.3,1137.42,1117.71,1134.53,1165.77,1124.37,1134.4,1122.49,1156.07,1190.36,1152.92,1089.52,1185.72,1124.93,1150.8,1139.07,1152.9,1138.64,1157.31,1099.64,1150.99,1181.06,1148.12,1153.66,1140.12,1145.5,1157.94
2862,38120,Laparoscopy splenectomy       ,572.96,1021.24,1021.24,878.72,956.37,942.84,940.1,936.61,928.69,938.04,949.23,946.32,964.76,938.38,929.52,953.04,946.53,960.78,936.52,948.66,961.49,937.89,917.22,966.29,940.69,925.35,938.44,962.77,930.53,938.34,929.07,955.22,981.92,952.76,903.4,978.3,930.97,951.11,941.98,952.74,941.64,956.18,911.27,951.26,974.67,949.03,953.34,942.79,946.99,956.67
2863,38200,Injection for spleen x-ray    ,81.27,133.14,133.14,116.65,125.63,124.07,123.75,123.35,122.43,123.51,124.81,124.47,126.61,123.55,122.53,125.25,124.5,126.14,123.34,124.74,126.23,123.5,121.1,126.78,123.82,122.04,123.56,126.37,122.64,123.55,122.48,125.5,128.59,125.22,119.5,128.17,122.7,125.03,123.97,125.21,123.93,125.61,120.42,125.04,127.75,124.78,125.28,124.06,124.55,125.67
2864,38220,Dx bone marrow aspirations    ,101.89,165.39,165.39,145.2,156.2,154.28,153.9,153.4,152.28,153.6,155.19,154.78,157.39,153.65,152.4,155.73,154.81,156.83,153.39,155.11,156.93,153.58,150.65,157.61,153.98,151.81,153.66,157.11,152.54,153.65,152.33,156.04,159.82,155.69,148.7,159.31,152.6,155.46,154.16,155.69,154.11,156.17,149.81,155.48,158.79,155.16,155.77,154.28,154.87,156.24
2865,38221,Dx bone marrow biopsies       ,112.31,150.26,150.26,138.19,144.77,143.62,143.39,143.1,142.42,143.22,144.16,143.92,145.48,143.25,142.5,144.49,143.94,145.14,143.09,144.12,145.2,143.2,141.45,145.61,143.44,142.14,143.25,145.31,142.58,143.24,142.46,144.67,146.93,144.46,140.28,146.62,142.62,144.32,143.55,144.46,143.52,144.75,140.95,144.34,146.32,144.15,144.51,143.62,143.97,144.79
2866,38222,Dx bone marrow bx & aspir     ,110.71,166.84,166.84,149.0,158.72,157.02,156.68,156.24,155.25,156.42,157.82,157.46,159.77,156.46,155.36,158.3,157.49,159.27,156.23,157.75,159.36,156.4,153.82,159.96,156.75,154.83,156.47,159.52,155.48,156.46,155.3,158.57,161.92,158.27,152.08,161.46,155.54,158.06,156.92,158.26,156.87,158.69,153.07,158.08,161.01,157.8,158.34,157.02,157.54,158.76
2867,38230,Bone marrow harvest allogen   ,187.07,201.95,201.95,197.22,199.8,199.35,199.26,199.14,198.88,199.19,199.56,199.46,200.08,199.2,198.91,199.69,199.47,199.94,199.14,199.54,199.97,199.18,198.5,200.13,199.28,198.77,199.2,200.01,198.94,199.2,198.89,199.76,200.64,199.68,198.04,200.52,198.95,199.62,199.32,199.68,199.31,199.79,198.3,199.63,200.4,199.55,199.7,199.35,199.49,199.81
2868,38232,Bone marrow harvest autolog   ,83.62,196.9,196.9,160.89,180.51,177.09,176.4,175.51,173.51,175.87,178.7,177.97,182.63,175.96,173.72,179.67,178.02,181.62,175.49,178.56,181.8,175.84,170.61,183.01,176.55,172.67,175.98,182.12,173.98,175.95,173.61,180.22,186.96,179.59,167.12,186.05,174.09,179.18,176.87,179.59,176.79,180.46,169.11,179.22,185.13,178.65,179.74,177.08,178.14,180.58
2869,38240,Transplt allo hct/donor       ,72.24,226.86,226.86,177.7,204.48,199.82,198.87,197.67,194.94,198.16,202.02,201.02,207.38,198.28,195.22,203.34,201.09,206.01,197.64,201.83,206.25,198.11,190.98,207.91,199.08,193.79,198.3,206.69,195.57,198.27,195.07,204.09,213.3,203.24,186.21,212.05,195.72,202.67,199.52,203.23,199.4,204.42,188.93,202.72,210.8,201.95,203.44,199.8,201.25,204.59
2870,38241,Transplt autol hct/donor      ,72.49,169.74,169.74,138.82,155.67,152.73,152.14,151.38,149.66,151.69,154.12,153.49,157.49,151.76,149.84,154.94,153.53,156.62,151.36,153.99,156.78,151.66,147.17,157.82,152.27,148.94,151.78,157.06,150.06,151.76,149.74,155.42,161.21,154.88,144.18,160.42,150.16,154.53,152.55,154.88,152.47,155.63,145.88,154.56,159.64,154.07,155.01,152.72,153.63,155.73
2871,38242,Transplt allo lymphocytes     ,54.76,119.78,119.78,99.11,110.37,108.41,108.01,107.5,106.36,107.71,109.34,108.91,111.59,107.76,106.48,109.89,108.94,111.01,107.49,109.25,111.11,107.69,104.69,111.81,108.1,105.87,107.77,111.3,106.62,107.76,106.41,110.2,114.08,109.85,102.69,113.55,106.69,109.61,108.28,109.85,108.23,110.34,103.83,109.63,113.03,109.31,109.93,108.4,109.01,110.41
2872,38243,Transplj hematopoietic boost  ,72.04,108.15,108.15,96.67,102.92,101.83,101.61,101.33,100.69,101.45,102.35,102.11,103.6,101.48,100.76,102.66,102.13,103.28,101.33,102.3,103.34,101.44,99.77,103.72,101.66,100.43,101.48,103.44,100.84,101.47,100.73,102.83,104.98,102.63,98.66,104.69,100.88,102.5,101.77,102.63,101.74,102.91,99.29,102.51,104.4,102.33,102.68,101.83,102.17,102.95
