,PROC_CODE,SHORT DESCRIPTION,MDCAID_PFS_AMT,MDCARE_PFS_AMT,PP_PFS_AMT,EST_PFS_AMT_BS,PFS_AMT_BY_Fairfield,PFS_AMT_BY_Hartford,PFS_AMT_BY_Litchfield,PFS_AMT_BY_Middlesex,PFS_AMT_BY_New_Haven,PFS_AMT_BY_New_London,PFS_AMT_BY_Tolland,PFS_AMT_BY_Windham
1243,30460,Revision of nose              ,995.0,908.29,908.29,929.06,930.28,937.0,929.59,926.54,938.38,933.82,922.88,937.59
1244,30462,Revision of nose              ,1339.0,1741.38,1741.38,1644.98,1639.34,1608.15,1642.53,1656.68,1601.75,1622.91,1673.66,1605.4
1245,30465,Repair nasal stenosis         ,1339.0,1068.89,1068.89,1133.6,1137.39,1158.33,1135.25,1125.75,1162.62,1148.42,1114.35,1160.17
1246,30520,Repair of nasal septum        ,630.0,679.93,679.93,667.97,667.27,663.4,667.66,669.42,662.6,665.23,671.53,663.06
1247,30540,Repair nasal defect           ,717.0,749.68,749.68,741.85,741.39,738.86,741.65,742.8,738.34,740.06,744.18,738.64
1248,30545,Repair nasal defect           ,717.0,1024.51,1024.51,950.84,946.53,922.69,948.97,959.78,917.8,933.97,972.75,920.59
1249,30560,Release of nasal adhesions    ,150.72,296.12,296.12,261.28,259.25,247.98,260.4,265.51,245.67,253.31,271.65,246.98
1250,30580,Repair upper jaw fistula      ,630.0,722.26,722.26,700.16,698.86,691.71,699.6,702.84,690.25,695.1,706.73,691.08
1251,30600,Repair mouth/nose fistula     ,630.0,650.5,650.5,645.59,645.3,643.71,645.46,646.18,643.39,644.46,647.05,643.57
1252,30620,Intranasal reconstruction     ,995.0,682.05,682.05,757.03,761.41,785.67,758.93,747.93,790.64,774.19,734.72,787.81
1253,30630,Repair nasal septum defect    ,995.0,678.82,678.82,754.57,759.0,783.51,756.49,745.38,788.53,771.91,732.04,785.67
1254,30801,Ablate inf turbinate superf   ,333.0,253.64,253.64,272.65,273.76,279.92,273.14,270.35,281.18,277.01,267.0,280.46
1255,30802,Ablate inf turbinate submuc   ,333.0,318.93,318.93,322.3,322.5,323.59,322.39,321.89,323.81,323.07,321.3,323.68
1256,30903,Control of nosebleed          ,72.48,234.28,234.28,195.52,193.25,180.71,194.53,200.22,178.14,186.64,207.05,179.6
1257,30905,Control of nosebleed          ,72.48,363.23,363.23,293.57,289.5,266.96,291.8,302.03,262.34,277.63,314.29,264.97
1258,30906,Repeat control of nosebleed   ,72.48,376.03,376.03,303.31,299.05,275.52,301.46,312.13,270.7,286.66,324.94,273.45
1259,30915,Ligation nasal sinus artery   ,446.0,625.99,625.99,582.87,580.35,566.39,581.77,588.1,563.53,573.0,595.7,565.16
1260,30920,Ligation upper jaw artery     ,510.0,907.68,907.68,812.4,806.83,776.0,809.99,823.97,769.69,790.59,840.75,773.29
1261,30930,Ther fx nasal inf turbinate   ,630.0,135.14,135.14,253.7,260.63,298.99,256.71,239.31,306.86,280.84,218.43,302.37
1262,31020,Exploration maxillary sinus   ,446.0,537.84,537.84,515.84,514.55,507.43,515.28,518.51,505.97,510.8,522.38,506.8
1263,31030,Exploration maxillary sinus   ,510.0,760.41,760.41,700.42,696.91,677.5,698.89,707.7,673.52,686.68,718.26,675.79
1264,31032,Explore sinus remove polyps   ,630.0,628.84,628.84,629.12,629.13,629.22,629.12,629.08,629.24,629.18,629.04,629.23
1265,31050,Exploration sphenoid sinus    ,446.0,528.8,528.8,508.96,507.8,501.38,508.46,511.37,500.07,504.42,514.86,500.82
1266,31051,Sphenoid sinus surgery        ,630.0,702.92,702.92,685.45,684.43,678.78,685.01,687.57,677.62,681.45,690.65,678.28
1267,31070,Exploration of frontal sinus  ,446.0,479.62,479.62,471.57,471.09,468.49,471.36,472.54,467.95,469.72,473.96,468.26
1268,31075,Exploration of frontal sinus  ,630.0,850.54,850.54,797.7,794.61,777.52,796.36,804.12,774.01,785.61,813.42,776.01
1269,31080,Removal of frontal sinus      ,630.0,1120.09,1120.09,1002.67,995.81,957.82,999.69,1016.92,950.03,975.8,1037.6,954.47
1270,31081,Removal of frontal sinus      ,630.0,1342.6,1342.6,1171.87,1161.89,1106.65,1167.54,1192.6,1095.33,1132.8,1222.66,1101.78
1271,31084,Removal of frontal sinus      ,630.0,1252.61,1252.61,1103.44,1094.72,1046.46,1099.66,1121.55,1036.57,1069.3,1147.82,1042.21
1272,31085,Removal of frontal sinus      ,630.0,1431.8,1431.8,1239.7,1228.47,1166.31,1234.83,1263.02,1153.58,1195.73,1296.85,1160.84
1273,31086,Removal of frontal sinus      ,630.0,1216.85,1216.85,1076.25,1068.03,1022.54,1072.68,1093.32,1013.21,1044.07,1118.08,1018.53
1274,31087,Removal of frontal sinus      ,630.0,1173.93,1173.93,1043.61,1036.0,993.83,1040.31,1059.43,985.19,1013.79,1082.38,990.11
1275,31090,Exploration of sinuses        ,717.0,1123.04,1123.04,1025.76,1020.07,988.6,1023.29,1037.57,982.14,1003.49,1054.7,985.82
1276,31200,Removal of ethmoid sinus      ,446.0,638.1,638.1,592.08,589.39,574.49,590.91,597.66,571.44,581.54,605.77,573.18
1277,31201,Removal of ethmoid sinus      ,717.0,816.73,816.73,792.84,791.44,783.71,792.23,795.74,782.12,787.37,799.94,783.03
1278,31205,Removal of ethmoid sinus      ,510.0,997.29,997.29,880.54,873.72,835.94,877.58,894.71,828.2,853.82,915.28,832.62
1279,31233,Nasal/sinus endoscopy dx      ,86.39,287.43,287.43,239.26,236.45,220.86,238.04,245.11,217.67,228.24,253.59,219.49
1280,31235,Nasal/sinus endoscopy dx      ,333.0,328.62,328.62,329.67,329.73,330.07,329.7,329.54,330.14,329.91,329.36,330.1
1281,31237,Nasal/sinus endoscopy surg    ,446.0,290.82,290.82,328.0,330.17,342.2,328.94,323.49,344.67,336.51,316.94,343.26
1282,31238,Nasal/sinus endoscopy surg    ,333.0,289.61,289.61,300.01,300.61,303.98,300.27,298.74,304.67,302.38,296.91,304.27
1283,31239,Nasal/sinus endoscopy surg    ,630.0,678.13,678.13,666.6,665.92,662.19,666.31,668.0,661.43,663.96,670.03,661.86
1284,31240,Nasal/sinus endoscopy surg    ,446.0,175.1,175.1,240.0,243.8,264.8,241.65,232.13,269.1,254.86,220.69,266.65
1285,31241,Nsl/sins ndsc w/artery lig    ,466.0,493.68,493.68,487.05,486.66,484.51,486.88,487.85,484.08,485.53,489.02,484.33
1286,31253,Nsl/sins ndsc total           ,510.0,552.86,552.86,542.59,541.99,538.67,542.33,543.84,537.99,540.24,545.65,538.38
1287,31254,Nsl/sins ndsc w/prtl ethmdct  ,510.0,451.12,451.12,465.23,466.05,470.62,465.58,463.51,471.55,468.46,461.03,471.02
1288,31255,Nsl/sins ndsc w/tot ethmdct   ,717.0,357.28,357.28,443.46,448.5,476.39,445.65,433.0,482.1,463.19,417.82,478.84
1289,31256,Exploration maxillary sinus   ,510.0,199.09,199.09,273.58,277.93,302.04,275.47,264.54,306.98,290.63,251.42,304.16
1290,31257,Nsl/sins ndsc tot w/sphendt   ,510.0,492.06,492.06,496.36,496.61,498.0,496.47,495.84,498.29,497.34,495.08,498.12
1291,31259,Nsl/sins ndsc sphn tiss rmvl  ,510.0,521.73,521.73,518.92,518.76,517.85,518.85,519.26,517.66,518.28,519.76,517.77
1292,31267,Endoscopy maxillary sinus     ,510.0,293.16,293.16,345.11,348.15,364.96,346.43,338.81,368.4,357.0,329.66,366.44
1293,31276,Nsl/sins ndsc frnt tiss rmvl  ,510.0,417.17,417.17,439.41,440.71,447.91,439.97,436.71,449.38,444.5,432.79,448.54
1294,31287,Nasal/sinus endoscopy surg    ,510.0,222.49,222.49,291.37,295.4,317.69,293.12,283.01,322.26,307.14,270.88,319.65
1295,31288,Nasal/sinus endoscopy surg    ,510.0,258.62,258.62,318.85,322.37,341.86,320.37,311.54,345.85,332.63,300.93,343.57
1296,31298,Nsl/sins ndsc w/sins dilat    ,510.0,4385.62,4385.62,3457.09,3402.81,3102.35,3433.53,3569.79,3040.79,3244.55,3733.33,3075.9
1297,31300,Removal of larynx lesion      ,717.0,1430.72,1430.72,1259.73,1249.73,1194.4,1255.39,1280.48,1183.06,1220.59,1310.6,1189.53
1298,31400,Revision of larynx            ,446.0,1087.77,1087.77,934.01,925.02,875.27,930.11,952.68,865.08,898.82,979.76,870.89
1299,31420,Removal of epiglottis         ,446.0,908.49,908.49,797.69,791.21,755.35,794.87,811.13,748.01,772.32,830.65,752.2
1300,31510,Laryngoscopy with biopsy      ,446.0,232.89,232.89,283.95,286.93,303.45,285.24,277.75,306.84,295.63,268.76,304.91
1301,31511,Remove foreign body larynx    ,86.39,233.06,233.06,197.92,195.87,184.5,197.03,202.19,182.17,189.88,208.37,183.49
1302,31512,Removal of larynx lesion      ,446.0,226.49,226.49,279.08,282.16,299.17,280.42,272.7,302.66,291.12,263.43,300.67
1303,31513,Injection into vocal cord     ,86.39,144.38,144.38,130.49,129.67,125.18,130.13,132.17,124.26,127.31,134.62,124.78
1304,31515,Laryngoscopy for aspiration   ,333.0,226.72,226.72,252.18,253.67,261.91,252.83,249.09,263.6,258.01,244.61,262.64
1305,31525,Dx laryngoscopy excl nb       ,333.0,277.91,277.91,291.11,291.88,296.15,291.44,289.51,297.03,294.13,287.18,296.53
1306,31526,Dx laryngoscopy w/oper scope  ,446.0,172.38,172.38,237.93,241.77,262.98,239.6,229.98,267.33,252.94,218.43,264.85
1307,31527,Laryngoscopy for treatment    ,333.0,214.68,214.68,243.03,244.68,253.86,243.75,239.59,255.74,249.52,234.59,254.66
1308,31528,Laryngoscopy and dilation     ,446.0,158.52,158.52,227.39,231.42,253.71,229.14,219.04,258.28,243.16,206.9,255.67
1309,31529,Laryngoscopy and dilation     ,446.0,177.32,177.32,241.69,245.45,266.28,243.32,233.88,270.55,256.43,222.54,268.12
1310,31530,Laryngoscopy w/fb removal     ,446.0,219.68,219.68,273.9,277.07,294.62,275.28,267.32,298.21,286.31,257.77,296.16
1311,31531,Laryngoscopy w/fb & op scope  ,510.0,233.49,233.49,299.74,303.61,325.05,301.42,291.7,329.44,314.9,280.03,326.93
1312,31535,Laryngoscopy w/biopsy         ,446.0,209.04,209.04,265.81,269.13,287.5,267.25,258.92,291.26,278.81,248.92,289.12
1313,31536,Laryngoscopy w/bx & op scope  ,510.0,231.59,231.59,298.29,302.19,323.77,299.98,290.2,328.2,313.56,278.45,325.68
1314,31540,Laryngoscopy w/exc of tumor   ,510.0,265.36,265.36,323.97,327.4,346.36,325.46,316.86,350.25,337.39,306.53,348.03
1315,31541,Larynscop w/tumr exc + scope  ,630.0,289.58,289.58,371.14,375.91,402.3,373.21,361.24,407.71,389.81,346.87,404.62
1316,31545,Remove vc lesion w/scope      ,630.0,397.47,397.47,453.18,456.44,474.46,454.59,446.42,478.16,465.93,436.61,476.05
1317,31546,Remove vc lesion scope/graft  ,630.0,603.78,603.78,610.06,610.43,612.46,610.22,609.3,612.88,611.5,608.19,612.64
1318,31551,Laryngoplasty laryngeal sten  ,2156.27,1584.14,1584.14,1721.21,1729.23,1773.58,1724.69,1704.57,1782.67,1752.59,1680.43,1777.49
1319,31552,Laryngoplasty laryngeal sten  ,2156.27,1592.63,1592.63,1727.67,1735.56,1779.26,1731.09,1711.28,1788.21,1758.58,1687.49,1783.11
1320,31553,Laryngoplasty laryngeal sten  ,2156.27,1752.64,1752.64,1849.34,1855.0,1886.29,1851.8,1837.61,1892.7,1871.48,1820.57,1889.04
1321,31554,Laryngoplasty laryngeal sten  ,2156.27,1832.24,1832.24,1909.87,1914.41,1939.53,1911.84,1900.45,1944.68,1927.64,1886.78,1941.74
1322,31560,Laryngoscop w/arytenoidectom  ,717.0,343.64,343.64,433.09,438.32,467.26,435.36,422.23,473.2,453.57,406.48,469.81
1323,31561,Larynscop remve cart + scop   ,717.0,375.46,375.46,457.29,462.07,488.55,459.36,447.36,493.97,476.02,432.94,490.88
1324,31570,Laryngoscope w/vc inj         ,446.0,371.49,371.49,389.34,390.38,396.16,389.79,387.17,397.34,393.43,384.03,396.67
1325,31571,Laryngoscop w/vc inj + scope  ,446.0,273.81,273.81,315.06,317.48,330.82,316.11,310.06,333.56,324.51,302.79,332.0
1326,31572,Largsc w/laser dstrj les      ,1594.2,552.79,552.79,802.29,816.88,897.61,808.62,772.01,914.16,859.4,728.07,904.72
1327,31573,Largsc w/ther injection       ,811.87,292.83,292.83,417.18,424.45,464.69,420.34,402.09,472.94,445.65,380.19,468.23
1328,31574,Largsc w/njx augmentation     ,811.87,1146.7,1146.7,1066.48,1061.79,1035.83,1064.45,1076.22,1030.51,1048.12,1090.35,1033.55
1329,31576,Laryngoscopy with biopsy      ,446.0,294.98,294.98,331.16,333.28,344.98,332.08,326.77,347.38,339.44,320.4,346.02
1330,31577,Largsc w/rmvl foreign bdy(s)  ,236.42,305.87,305.87,289.23,288.26,282.87,288.81,291.25,281.77,285.42,294.18,282.4
1331,31578,Largsc w/removal lesion       ,446.0,334.46,334.46,361.18,362.75,371.39,361.86,357.94,373.16,367.3,353.23,372.15
1332,31580,Laryngoplasty laryngeal web   ,717.0,1377.19,1377.19,1219.02,1209.77,1158.59,1215.01,1238.22,1148.1,1182.82,1266.08,1154.09
1333,31590,Reinnervate larynx            ,717.0,973.63,973.63,912.15,908.55,888.66,910.59,919.61,884.58,898.07,930.44,886.9
1334,31591,Laryngoplasty medialization   ,2156.27,1148.29,1148.29,1389.78,1403.9,1482.04,1395.91,1360.47,1498.06,1445.06,1317.94,1488.93
1335,31595,Larynx nerve surgery          ,446.0,834.25,834.25,741.23,735.79,705.7,738.87,752.52,699.53,719.94,768.9,703.05
1336,31603,Incision of windpipe          ,333.0,356.69,356.69,351.01,350.68,348.85,350.87,351.7,348.47,349.72,352.7,348.68
1337,31611,Surgery/speech prosthesis     ,510.0,591.3,591.3,571.82,570.68,564.38,571.33,574.19,563.09,567.36,577.62,563.83
1338,31612,Puncture/clear windpipe       ,333.0,92.21,92.21,149.9,153.27,171.94,151.36,142.9,175.76,163.1,132.74,173.58
1339,31613,Repair windpipe opening       ,446.0,502.59,502.59,489.03,488.24,483.85,488.69,490.68,482.95,485.93,493.07,483.47
1340,31614,Repair windpipe opening       ,446.0,828.74,828.74,737.04,731.68,702.01,734.72,748.17,695.93,716.05,764.32,699.4
1341,31615,Visualization of windpipe     ,333.0,185.81,185.81,221.07,223.14,234.55,221.97,216.79,236.88,229.15,210.58,235.55
1342,31622,Dx bronchoscope/wash          ,333.0,267.72,267.72,283.36,284.27,289.34,283.76,281.46,290.37,286.94,278.71,289.78
1343,31623,Dx bronchoscope/brush         ,446.0,302.76,302.76,337.08,339.08,350.19,337.95,332.91,352.46,344.93,326.87,351.17
1344,31624,Dx bronchoscope/lavage        ,446.0,282.0,282.0,321.29,323.59,336.3,322.29,316.52,338.91,330.29,309.6,337.42
1345,31625,Bronchoscopy w/biopsy(s)      ,446.0,369.5,369.5,387.83,388.9,394.83,388.29,385.6,396.05,392.02,382.38,395.35
1346,31628,Bronchoscopy/lung bx each     ,446.0,392.18,392.18,405.07,405.83,410.0,405.4,403.51,410.86,408.03,401.24,410.37
1347,31629,Bronchoscopy/needle bx each   ,446.0,485.35,485.35,475.92,475.37,472.32,475.68,477.07,471.7,473.76,478.73,472.05
1348,31630,Bronchoscopy dilate/fx repr   ,446.0,220.12,220.12,274.24,277.4,294.91,275.61,267.67,298.5,286.62,258.14,296.45
1349,31631,Bronchoscopy dilate w/stent   ,446.0,252.46,252.46,298.83,301.54,316.54,300.01,293.2,319.62,309.44,285.03,317.86
1350,31635,Bronchoscopy w/fb removal     ,446.0,310.8,310.8,343.19,345.09,355.57,344.01,339.26,357.71,350.61,333.56,356.49
1351,31636,Bronchoscopy bronch stents    ,446.0,243.89,243.89,292.31,295.14,310.81,293.54,286.43,314.02,303.4,277.91,312.19
1352,31637,Bronchoscopy stent add-on     ,333.0,81.11,81.11,141.46,144.99,164.51,142.99,134.13,168.52,155.27,123.5,166.23
1353,31638,Bronchoscopy revise stent     ,446.0,275.52,275.52,316.36,318.75,331.97,317.4,311.41,334.68,325.71,304.21,333.13
1354,31640,Bronchoscopy w/tumor excise   ,446.0,276.86,276.86,317.38,319.75,332.86,318.41,312.46,335.55,326.66,305.33,334.02
1355,31641,Bronchoscopy treat blockage   ,446.0,283.37,283.37,322.33,324.61,337.22,323.32,317.6,339.8,331.25,310.74,338.33
1356,31643,Diag bronchoscope/catheter    ,446.0,194.67,194.67,254.88,258.4,277.89,256.41,247.58,281.88,268.67,236.97,279.6
1357,31645,Brnchsc w/ther aspir 1st      ,333.0,287.34,287.34,298.28,298.92,302.46,298.56,296.95,303.18,300.78,295.02,302.77
1358,31646,Brnchsc w/ther aspir sbsq     ,333.0,155.96,155.96,198.38,200.86,214.58,199.45,193.23,217.39,208.08,185.76,215.79
1359,31652,Bronch ebus samplng 1/2 node  ,446.0,933.39,933.39,816.62,809.79,772.01,813.66,830.79,764.27,789.89,851.36,768.68
1360,31653,Bronch ebus samplng 3/> node  ,446.0,986.06,986.06,856.67,849.11,807.24,853.39,872.38,798.66,827.05,895.16,803.55
1361,31654,Bronch ebus ivntj perph les   ,446.0,139.34,139.34,212.81,217.11,240.88,214.67,203.89,245.75,229.63,190.95,242.97
1362,31717,Bronchial brush biopsy        ,236.42,300.17,300.17,284.9,284.0,279.06,284.51,286.75,278.05,281.4,289.44,278.63
1363,31720,Clearance of airways          ,47.32,54.18,54.18,52.54,52.44,51.91,52.49,52.74,51.8,52.16,53.03,51.86
1364,31730,Intro windpipe wire/tube      ,236.42,1404.5,1404.5,1124.65,1108.29,1017.73,1117.55,1158.62,999.18,1060.59,1207.9,1009.76
1365,31750,Repair of windpipe            ,717.0,1552.7,1552.7,1352.48,1340.78,1275.99,1347.4,1376.78,1262.71,1306.65,1412.05,1270.28
1366,31755,Repair of windpipe            ,446.0,1964.14,1964.14,1600.42,1579.16,1461.47,1591.19,1644.57,1437.35,1517.17,1708.63,1451.1
1367,31820,Closure of windpipe lesion    ,333.0,478.39,478.39,443.56,441.52,430.25,442.67,447.79,427.94,435.58,453.92,429.26
1368,31825,Repair of windpipe defect     ,446.0,659.02,659.02,607.98,605.0,588.49,606.69,614.18,585.1,596.3,623.17,587.03
1369,31830,Revise windpipe scar          ,446.0,489.02,489.02,478.71,478.11,474.78,478.45,479.96,474.09,476.35,481.78,474.48
1370,32400,Needle biopsy chest lining    ,333.0,166.79,166.79,206.61,208.94,221.82,207.62,201.78,224.46,215.73,194.76,222.96
1371,32405,Percut bx lung/mediastinum    ,333.0,440.82,440.82,414.99,413.48,405.12,414.33,418.12,403.41,409.08,422.67,404.38
1372,32554,Aspirate pleura w/o imaging   ,233.79,226.4,226.4,228.17,228.27,228.85,228.22,227.96,228.96,228.58,227.64,228.9
1373,32555,Aspirate pleura w/ imaging    ,272.12,324.2,324.2,311.72,310.99,306.96,311.41,313.24,306.13,308.87,315.43,306.6
1374,33010,Drainage of heart sac         ,222.78,120.64,120.64,145.11,146.54,154.46,145.73,142.14,156.08,150.71,137.83,155.16
1375,33011,Repeat drainage of heart sac  ,222.78,121.6,121.6,145.84,147.26,155.1,146.46,142.9,156.71,151.39,138.63,155.79
1376,33212,Insert pulse gen sngl lead    ,510.0,361.75,361.75,397.27,399.34,410.84,398.17,392.96,413.19,405.4,386.7,411.85
1377,33213,Insert pulse gen dual leads   ,510.0,378.44,378.44,409.96,411.8,422.0,410.76,406.13,424.09,417.17,400.58,422.9
1378,33222,Relocation pocket pacemaker   ,446.0,381.73,381.73,397.13,398.03,403.01,397.52,395.26,404.03,400.65,392.55,403.45
1379,33223,Relocate pocket for defib     ,446.0,461.6,461.6,457.86,457.64,456.43,457.77,458.32,456.19,457.01,458.97,456.33
1380,33233,Removal of pm generator       ,446.0,260.43,260.43,304.89,307.49,321.87,306.02,299.49,324.82,315.07,291.66,323.14
1381,35188,Repair blood vessel lesion    ,630.0,1487.87,1487.87,1282.34,1270.32,1203.82,1277.12,1307.29,1190.19,1235.29,1343.48,1197.96
1382,35207,Repair blood vessel lesion    ,630.0,847.48,847.48,795.38,792.33,775.47,794.05,801.7,772.01,783.45,810.88,773.99
1383,35875,Removal of clot in graft      ,1339.0,672.95,672.95,832.52,841.85,893.49,836.57,813.16,904.07,869.05,785.05,898.03
1384,35876,Removal of clot in graft      ,1339.0,1069.14,1069.14,1133.79,1137.57,1158.49,1135.43,1125.95,1162.78,1148.59,1114.56,1160.34
1385,36260,Insertion of infusion pump    ,510.0,729.58,729.58,676.97,673.9,656.87,675.64,683.36,653.39,664.93,692.62,655.38
1386,36261,Revision of infusion pump     ,446.0,452.52,452.52,450.96,450.87,450.36,450.92,451.15,450.26,450.6,451.42,450.32
1387,36262,Removal of infusion pump      ,333.0,343.91,343.91,341.3,341.14,340.3,341.23,341.61,340.12,340.7,342.07,340.22
1388,36473,Endovenous mchnchem 1st vein  ,1349.42,1706.29,1706.29,1620.79,1615.79,1588.13,1618.62,1631.17,1582.46,1601.22,1646.23,1585.69
1389,36475,Endovenous rf 1st vein        ,1339.0,1711.16,1711.16,1622.0,1616.78,1587.93,1619.73,1632.82,1582.02,1601.59,1648.52,1585.39
1390,36476,Endovenous rf vein add-on     ,1339.0,328.87,328.87,570.88,585.03,663.34,577.02,541.51,679.38,626.27,498.88,670.23
1391,36478,Endovenous laser 1st vein     ,1339.0,1362.47,1362.47,1356.85,1356.52,1354.7,1356.7,1357.53,1354.33,1355.56,1358.52,1354.54
1392,36479,Endovenous laser vein addon   ,1339.0,347.42,347.42,584.98,598.87,675.74,591.01,556.15,691.5,639.36,514.31,682.51
1393,36482,Endoven ther chem adhes 1st   ,1339.0,2396.43,2396.43,2143.09,2128.28,2046.3,2136.66,2173.84,2029.5,2085.1,2218.46,2039.08
1394,36555,Insert non-tunnel cv cath     ,333.0,205.42,205.42,235.99,237.77,247.66,236.76,232.28,249.69,242.98,226.89,248.53
1395,36556,Insert non-tunnel cv cath     ,333.0,234.29,234.29,257.94,259.32,266.97,258.54,255.07,268.54,263.35,250.9,267.65
1396,36557,Insert tunneled cv cath       ,446.0,1056.1,1056.1,909.93,901.39,854.09,906.22,927.67,844.4,876.47,953.42,849.92
1397,36558,Insert tunneled cv cath       ,446.0,800.69,800.69,715.71,710.74,683.25,713.56,726.03,677.61,696.26,740.99,680.83
1398,36560,Insert tunneled cv cath       ,510.0,1473.7,1473.7,1242.82,1229.32,1154.61,1236.96,1270.84,1139.3,1189.97,1311.5,1148.03
1399,36561,Insert tunneled cv cath       ,510.0,1220.15,1220.15,1050.01,1040.06,985.01,1045.69,1070.66,973.73,1011.07,1100.63,980.16
1400,36563,Insert tunneled cv cath       ,510.0,1391.23,1391.23,1180.1,1167.76,1099.44,1174.75,1205.73,1085.44,1131.78,1242.91,1093.43
1401,36565,Insert tunneled cv cath       ,510.0,995.11,995.11,878.89,872.09,834.48,875.94,892.99,826.78,852.28,913.46,831.17
1402,36566,Insert tunneled cv cath       ,510.0,5847.35,5847.35,4568.62,4493.86,4080.09,4536.17,4723.82,3995.3,4275.92,4949.04,4043.65
1403,36568,Insert picc cath              ,333.0,243.5,243.5,264.94,266.2,273.13,265.49,262.34,274.56,269.85,258.56,273.75
1404,36569,Insert picc cath              ,333.0,276.62,276.62,290.13,290.92,295.29,290.47,288.49,296.18,293.22,286.11,295.67
1405,36570,Insert picvad cath            ,510.0,1578.84,1578.84,1322.77,1307.8,1224.93,1316.27,1353.85,1207.95,1264.15,1398.95,1217.64
1406,36571,Insert picvad cath            ,510.0,1380.51,1380.51,1171.95,1159.76,1092.27,1166.66,1197.27,1078.44,1124.21,1234.0,1086.33
1407,36575,Repair tunneled cv cath       ,446.0,186.02,186.02,248.31,251.95,272.1,249.89,240.75,276.23,262.56,229.78,273.88
1408,36576,Repair tunneled cv cath       ,446.0,351.72,351.72,374.31,375.63,382.94,374.88,371.57,384.44,379.48,367.59,383.58
1409,36578,Replace tunneled cv cath      ,446.0,503.95,503.95,490.07,489.25,484.76,489.71,491.75,483.84,486.89,494.2,484.37
1410,36580,Replace cvad cath             ,333.0,240.27,240.27,262.49,263.79,270.97,263.05,259.79,272.45,267.57,255.88,271.61
1411,36581,Replace tunneled cv cath      ,446.0,794.06,794.06,710.67,705.8,678.81,708.56,720.79,673.28,691.58,735.48,676.44
1412,36582,Replace tunneled cv cath      ,510.0,1129.12,1129.12,980.79,972.12,924.12,977.03,998.79,914.29,946.84,1024.92,919.9
1413,36583,Replace tunneled cv cath      ,510.0,1432.91,1432.91,1211.8,1198.87,1127.32,1206.19,1238.63,1112.66,1161.19,1277.58,1121.02
1414,36584,Replace picc cath             ,333.0,230.02,230.02,254.69,256.13,264.12,255.32,251.7,265.75,260.34,247.35,264.82
1415,36585,Replace picvad cath           ,510.0,1194.38,1194.38,1030.42,1020.83,967.77,1026.25,1050.32,956.9,992.88,1079.19,963.1
1416,36589,Removal tunneled cv cath      ,333.0,181.47,181.47,217.77,219.9,231.64,218.7,213.37,234.05,226.08,206.97,232.68
1417,36590,Removal tunneled cv cath      ,333.0,246.08,246.08,266.9,268.12,274.86,267.43,264.38,276.24,271.67,260.71,275.45
1418,36640,Insertion catheter artery     ,333.0,125.95,125.95,175.56,178.46,194.51,176.81,169.53,197.8,186.91,160.8,195.92
1419,36800,Insertion of cannula          ,510.0,135.45,135.45,225.19,230.43,259.47,227.46,214.29,265.42,245.73,198.49,262.03
1420,36810,Insertion of cannula          ,510.0,236.12,236.12,301.74,305.57,326.81,303.4,293.77,331.16,316.76,282.22,328.67
1421,36815,Insertion of cannula          ,510.0,152.23,152.23,237.94,242.96,270.69,240.12,227.54,276.38,257.57,212.45,273.13
1422,36818,Av fuse uppr arm cephalic     ,510.0,783.07,783.07,717.65,713.82,692.65,715.99,725.59,688.32,702.67,737.11,690.79
1423,36819,Av fuse uppr arm basilic      ,510.0,824.38,824.38,749.06,744.66,720.28,747.15,758.2,715.29,731.82,771.47,718.14
1424,36820,Av fusion/forearm vein        ,510.0,828.1,828.1,751.89,747.43,722.77,749.96,761.14,717.72,734.44,774.56,720.6
1425,36821,Av fusion direct any site     ,510.0,748.83,748.83,691.61,688.27,669.75,690.16,698.56,665.96,678.51,708.63,668.12
1426,36825,Artery-vein autograft         ,630.0,899.95,899.95,835.28,831.49,810.57,833.63,843.12,806.28,820.47,854.52,808.72
1427,36830,Artery-vein nonautograft      ,630.0,751.31,751.31,722.25,720.55,711.14,721.51,725.77,709.22,715.59,730.89,710.31
1428,36831,Open thrombect av fistula     ,1339.0,695.96,695.96,850.02,859.03,908.88,853.93,831.32,919.09,885.28,804.19,913.27
1429,36832,Av fistula revision open      ,630.0,853.63,853.63,800.05,796.92,779.58,798.69,806.56,776.03,787.79,815.99,778.06
1430,36833,Av fistula revision           ,630.0,916.44,916.44,847.81,843.8,821.6,846.07,856.14,817.05,832.11,868.23,819.64
1431,36835,Artery to vein shunt          ,630.0,536.94,536.94,559.24,560.54,567.75,559.8,556.53,569.23,564.34,552.6,568.39
1432,36860,External cannula declotting   ,127.4,248.14,248.14,219.21,217.52,208.16,218.48,222.72,206.24,212.59,227.82,207.34
1433,36861,Cannula declotting            ,510.0,155.81,155.81,240.67,245.63,273.09,242.82,230.37,278.71,260.09,215.42,275.5
1434,36901,Intro cath dialysis circuit   ,391.08,671.2,671.2,604.09,600.16,578.45,602.39,612.23,574.0,588.73,624.05,576.54
1435,36902,Intro cath dialysis circuit   ,3154.18,1402.34,1402.34,1822.05,1846.59,1982.4,1832.7,1771.11,2010.23,1918.12,1697.19,1994.36
1436,36903,Intro cath dialysis circuit   ,5976.7,6350.58,6350.58,6261.01,6255.77,6226.78,6258.73,6271.88,6220.84,6240.5,6287.65,6224.23
